pitch,yaw,roll,relative_distance,HunchValue,target
-34.9621822276338,-47.6520778215054,-170.499993175918,1.916502063186005,0.458560146347993,stretchneck
-34.9621822276338,-47.6520778215054,-170.499993175918,5.584218757285976,0.458560146347993,lowhead
-34.9621822276338,-47.6520778215054,-170.499993175918,7.407689223764735,0.458560146347993,wryneck
-34.5784448242554,8.62193436745685,-9.11244498970282,0.1031693895100505,0.227238126250987,hunch
-34.5784448242554,8.62193436745685,-9.11244498970282,1.289541324250793,0.227238126250987,lowhead
-34.5784448242554,8.62193436745685,-9.11244498970282,7.407815979110786,0.227238126250987,stretchneck
-32.8752818985503,-41.2536385308013,-172.993365442496,0.6370001221227508,0.49529859378806,stretchneck
-32.8752818985503,-41.2536385308013,-172.993365442496,4.312073769757043,0.49529859378806,lowhead
-32.8752818985503,-41.2536385308013,-172.993365442496,6.269540623859414,0.49529859378806,wryneck
-27.1812347847028,-14.9480718999609,11.5789752432555,5.268282066776282,0.0,hunch
-27.1812347847028,-14.9480718999609,11.5789752432555,5.906641777592121,0.0,lowhead
-27.1812347847028,-14.9480718999609,11.5789752432555,7.460952184038405,0.0,stretchneck
-25.7837217733244,11.3335289260815,-12.8239242381975,4.037000030982089,0.0,stretchneck
-25.7837217733244,11.3335289260815,-12.8239242381975,5.183961860473425,0.0,hunch
-25.7837217733244,11.3335289260815,-12.8239242381975,7.343768345156147,0.0,wryneck
-25.3425286665429,34.7140025362558,48.0738278533364,2.249682546405809,0.0,lowhead
-25.3425286665429,34.7140025362558,48.0738278533364,4.028123989230963,0.0,wryneck
-25.3425286665429,34.7140025362558,48.0738278533364,6.004860991514549,0.0,hunch
-25.3425286665429,34.7140025362558,48.0738278533364,7.342570559781665,0.0,stretchneck
-24.3962783808969,23.7832845456078,15.6159498290333,1.372462617835414,0.370949503879433,lowhead
-24.3962783808969,23.7832845456078,15.6159498290333,1.444164978457841,0.370949503879433,stretchneck
-24.3962783808969,23.7832845456078,15.6159498290333,2.155222383924838,0.370949503879433,hunch
-24.3962783808969,23.7832845456078,15.6159498290333,2.679248340217224,0.370949503879433,wryneck
-24.2843920357583,9.72936501479121,23.1375438162232,3.109280099874911,0.0,stretchneck
-24.2843920357583,9.72936501479121,23.1375438162232,3.866631778118161,0.0,lowhead
-24.2843920357583,9.72936501479121,23.1375438162232,6.83962998150113,0.0,hunch
-20.5343773986251,4.52584910410641,19.6803573796059,2.658669606053118,0.0,hunch
-20.5343773986251,4.52584910410641,19.6803573796059,6.374863160465871,0.0,stretchneck
-20.5343773986251,4.52584910410641,19.6803573796059,6.725153535177364,0.0,lowhead
-18.4184838301746,-19.4351032189695,25.1554193483383,1.903562717121458,1.32161364348852,lowhead
-18.4184838301746,-19.4351032189695,25.1554193483383,1.990081363405855,0.321613643488529,wryneck
-18.4184838301746,-19.4351032189695,25.1554193483383,3.859771572732099,0.321613643488529,stretchneck
-18.4184838301746,-19.4351032189695,25.1554193483383,4.143891195605828,0.321613643488529,hunch
-17.5006709020523,-13.7027237067308,-6.2365095383876,2.879681202729935,0.337842227058384,stretchneck
-17.5006709020523,-13.7027237067308,-6.2365095383876,3.087892164064663,0.337842227058384,hunch
-17.5006709020523,-13.7027237067308,-6.2365095383876,7.341899750145391,0.337842227058384,lowhead
-16.2405478663937,-12.9666271652215,78.4390027534832,1.173276781094337,0.0,lowhead
-16.2405478663937,-12.9666271652215,78.4390027534832,3.410101558965137,0.0,stretchneck
-16.2405478663937,-12.9666271652215,78.4390027534832,6.079529869153143,0.0,hunch
-16.1572820571261,25.9787534788944,-12.1781364068811,0.0350643914789367,0.0,lowhead
-16.1572820571261,25.9787534788944,-12.1781364068811,1.668295756893068,0.0,hunch
-16.1572820571261,25.9787534788944,-12.1781364068811,5.778070853513553,0.0,stretchneck
-16.1572820571261,25.9787534788944,-12.1781364068811,7.174592191389953,0.0,wryneck
-15.1546775368395,-13.8018152552948,-4.80086059277322,1.415573533252867,0.337302228136599,hunch
-15.1546775368395,-13.8018152552948,-4.80086059277322,3.662007972930784,0.337302228136599,wryneck
-15.1546775368395,-13.8018152552948,-4.80086059277322,7.038128950174275,0.337302228136599,stretchneck
-14.4437537217113,-29.5711254107563,14.1134322518247,0.4446434201458022,0.500673234022008,wryneck
-14.4437537217113,-29.5711254107563,14.1134322518247,6.397495473344832,0.500673234022008,stretchneck
-14.4437537217113,-29.5711254107563,14.1134322518247,7.384450073746353,0.500673234022008,lowhead
-14.0214756685352,-37.8226480812641,-3.5899783454434,2.788652122191256,0.494261010804599,wryneck
-14.0214756685352,-37.8226480812641,-3.5899783454434,2.986168662399635,0.494261010804599,stretchneck
-14.0214756685352,-37.8226480812641,-3.5899783454434,4.469613147775108,0.494261010804599,lowhead
-13.2158523861054,-33.0437463156998,7.82715722931874,1.95027601216472,0.462515237634281,stretchneck
-13.2158523861054,-33.0437463156998,7.82715722931874,5.068647657187397,0.462515237634281,lowhead
-13.2158523861054,-33.0437463156998,7.82715722931874,7.052500605356895,0.462515237634281,wryneck
-12.8628271495549,49.4206331667544,14.6805422629966,1.071206794940888,0.359622540345584,wryneck
-12.8628271495549,49.4206331667544,14.6805422629966,3.919452315704978,0.359622540345584,hunch
-12.8628271495549,49.4206331667544,14.6805422629966,5.187005412718662,0.359622540345584,lowhead
-12.8628271495549,49.4206331667544,14.6805422629966,5.60358852667073,0.359622540345584,stretchneck
-12.5622392592736,23.2816262102093,3.87167024391868,4.121728309080999,0.501989692175104,wryneck
-12.5622392592736,23.2816262102093,3.87167024391868,4.380906917943969,0.501989692175104,lowhead
-12.5622392592736,23.2816262102093,3.87167024391868,4.781158128262559,0.501989692175104,stretchneck
-11.9530869262772,-33.1943974305123,-0.418726264976157,2.841115782579105,0.487236647195998,wryneck
-11.9530869262772,-33.1943974305123,-0.418726264976157,3.727427756089953,0.487236647195998,lowhead
-11.5175713908713,-36.6869687982585,1.54386131742854,1.768253645346853,0.476687707967018,wryneck
-11.5175713908713,-36.6869687982585,1.54386131742854,3.514528417740964,0.476687707967018,lowhead
-11.0117489401003,-25.8886665543808,16.1627231371465,3.045336328318099,0.489720192820844,lowhead
-11.0117489401003,-25.8886665543808,16.1627231371465,5.439127914047069,0.489720192820844,stretchneck
-11.0117489401003,-25.8886665543808,16.1627231371465,6.754335199691501,0.489720192820844,wryneck
-9.71579504413292,-37.2414052781219,2.18216465947418,1.14172096003116,0.46034801220676,lowhead
-9.71579504413292,-37.2414052781219,2.18216465947418,3.956206039624863,0.46034801220676,stretchneck
-9.71579504413292,-37.2414052781219,2.18216465947418,4.468617816665004,0.46034801220676,wryneck
-9.60859126850202,25.984092655393,16.533096985944,1.200224423629117,0.0,stretchneck
-9.60859126850202,25.984092655393,16.533096985944,1.977052673087098,0.0,hunch
-9.60859126850202,25.984092655393,16.533096985944,3.964844063293463,0.0,wryneck
-9.60859126850202,25.984092655393,16.533096985944,6.547195969257102,0.0,lowhead
-9.10745604513694,-42.7669244954443,-4.26831486682486,0.3085614428745034,0.48377413703879,wryneck
-9.10745604513694,-42.7669244954443,-4.26831486682486,5.299693218415379,0.48377413703879,stretchneck
-9.10745604513694,-42.7669244954443,-4.26831486682486,6.723244893012198,0.48377413703879,lowhead
-8.41116382489878,2.47232334214789,2.98140036503382,0.159366100617678,0.36631314083434,wryneck
-8.41116382489878,2.47232334214789,2.98140036503382,4.203067243607947,0.36631314083434,stretchneck
-8.41116382489878,2.47232334214789,2.98140036503382,7.321804769555204,0.36631314083434,hunch
-6.39713465118685,-53.7233525035488,-38.1919029511782,3.447964314461455,0.49305599322384,lowhead
-6.39713465118685,-53.7233525035488,-38.1919029511782,3.69593991894976,0.493055993223846,stretchneck
-6.39713465118685,-53.7233525035488,-38.1919029511782,6.290216890738045,0.493055993223846,wryneck
-6.27683134192813,10.6823363700171,12.1429367642715,3.72989189190208,0.311696630928093,lowhead
-6.27683134192813,10.6823363700171,12.1429367642715,4.64207134048155,0.311696630928093,stretchneck
-6.27683134192813,10.6823363700171,12.1429367642715,6.267198228255807,0.311696630928093,hunch
-6.25514058889653,-44.581815293142,-4.67661228962968,0.8137428646784634,0.470973173507632,stretchneck
-6.25514058889653,-44.581815293142,-4.67661228962968,2.239180182551803,0.470973173507632,lowhead
-6.25514058889653,-44.581815293142,-4.67661228962968,6.547344551710479,0.470973173507632,wryneck
-6.05605630553786,-4.34894528857377,-17.0772349104056,2.379118927739342,0.392996481512804,stretchneck
-6.05605630553786,-4.34894528857377,-17.0772349104056,4.248986185878406,0.392996481512804,lowhead
-6.05605630553786,-4.34894528857377,-17.0772349104056,6.140431773685734,0.392996481512804,hunch
-5.50889185218222,13.9889460562541,10.652180629895,2.166377495033545,0.305586207447987,hunch
-5.50889185218222,13.9889460562541,10.652180629895,2.865243453765264,0.305586207447987,stretchneck
-5.50889185218222,13.9889460562541,10.652180629895,6.380327475209847,0.305586207447987,lowhead
-5.32751426783664,-49.2256571054644,-32.1846478449128,2.994470453725441,0.49698895403861,lowhead
-5.32751426783664,-49.2256571054644,-32.1846478449128,3.87582360262047,0.496988954038619,stretchneck
-5.32751426783664,-49.2256571054644,-32.1846478449128,5.130245351844905,0.496988954038619,wryneck
-5.12799163925966,-48.2253307365595,-31.2773462723715,0.7818028764286369,0.495659803845064,wryneck
-5.12799163925966,-48.2253307365595,-31.2773462723715,2.317098790546114,0.495659803845064,stretchneck
-5.12799163925966,-48.2253307365595,-31.2773462723715,2.711921367776975,2.49565980384506,lowhead
-4.96308698713329,14.9635416917022,3.78377458368148,2.214326241056893,0.331919196722007,lowhead
-4.96308698713329,14.9635416917022,3.78377458368148,2.37304169329891,0.331919196722007,stretchneck
-4.96308698713329,14.9635416917022,3.78377458368148,7.324941607457111,0.331919196722007,hunch
-4.37861375634866,13.8512197751279,4.90707193062594,1.492320623262888,0.327824060179394,lowhead
-4.37861375634866,13.8512197751279,4.90707193062594,3.455589552537206,0.327824060179394,stretchneck
-4.37861375634866,13.8512197751279,4.90707193062594,5.14978557167759,0.327824060179394,hunch
-4.12816714267276,11.366066694174,8.64985732926294,0.4873525950873653,0.30792007103073,hunch
-4.12816714267276,11.366066694174,8.64985732926294,3.843228491594326,0.30792007103073,lowhead
-4.12816714267276,11.366066694174,8.64985732926294,6.156168366798651,0.30792007103073,stretchneck
-3.85680595259983,-48.2782971040204,-14.6551881609451,2.295282981558854,0.484616595751339,stretchneck
-3.85680595259983,-48.2782971040204,-14.6551881609451,2.303458342459974,0.484616595751339,wryneck
-3.85680595259983,-48.2782971040204,-14.6551881609451,6.312464637100495,0.484616595751339,lowhead
-3.77914264988643,13.7651731376857,3.35399183266415,2.094277717277865,0.337712473372148,hunch
-3.77914264988643,13.7651731376857,3.35399183266415,2.140031131581859,0.337712473372148,stretchneck
-3.77914264988643,13.7651731376857,3.35399183266415,4.029699627763614,0.337712473372148,lowhead
-3.77510313735457,12.3919043110334,6.22660377084904,0.549162114543717,0.327168916043832,stretchneck
-3.77510313735457,12.3919043110334,6.22660377084904,5.238014818178677,0.327168916043832,lowhead
-3.77510313735457,12.3919043110334,6.22660377084904,5.653627389146402,0.327168916043832,hunch
-3.5254587719193,14.4689865297312,5.21972064511853,3.104082094688082,0.329611124688044,hunch
-3.5254587719193,14.4689865297312,5.21972064511853,4.17008586202618,0.329611124688044,lowhead
-3.5254587719193,14.4689865297312,5.21972064511853,5.49059863308439,0.329611124688044,stretchneck
-3.34573822790831,-49.0231618649365,-15.2284050655986,0.7012077753612073,0.434832289450845,lowhead
-3.34573822790831,-49.0231618649365,-15.2284050655986,1.266638448540327,0.434832289450845,stretchneck
-3.34573822790831,-49.0231618649365,-15.2284050655986,3.867183751915467,0.434832289450845,wryneck
-3.29223752120612,13.2340889079537,7.57130091405481,0.9782754433967892,0.312237973836956,lowhead
-3.29223752120612,13.2340889079537,7.57130091405481,1.05170166826804,0.312237973836956,hunch
-3.29223752120612,13.2340889079537,7.57130091405481,3.482515582399739,0.312237973836956,stretchneck
-3.13112683275913,10.884850102768,3.90117853288903,1.68787119086921,0.327788143146634,hunch
-3.13112683275913,10.884850102768,3.90117853288903,4.974976364426713,0.327788143146634,stretchneck
-3.13112683275913,10.884850102768,3.90117853288903,5.204756522845369,0.327788143146634,lowhead
-3.06043816354422,8.70826791508193,3.95348031847433,1.204539264672257,0.316456913825126,lowhead
-3.06043816354422,8.70826791508193,3.95348031847433,5.495725543633418,0.316456913825126,stretchneck
-3.06043816354422,8.70826791508193,3.95348031847433,6.380606177879569,0.316456913825126,hunch
-2.93841894027567,13.1656108544689,8.36353836972378,2.940520798218849,0.304646060216109,lowhead
-2.93841894027567,13.1656108544689,8.36353836972378,3.183048974063753,0.304646060216109,hunch
-2.93841894027567,13.1656108544689,8.36353836972378,3.433500883113811,0.304646060216109,stretchneck
-2.76053742140277,13.4425440328979,4.38491303424392,4.756852337154632,0.332327914274874,stretchneck
-2.76053742140277,13.4425440328979,4.38491303424392,5.728565629422517,0.332327914274874,lowhead
-2.76053742140277,13.4425440328979,4.38491303424392,5.778221865424844,0.332327914274874,hunch
-2.71975142654265,13.2450854402154,2.68700475133773,0.0481018575116606,0.338948050223816,lowhead
-2.71975142654265,13.2450854402154,2.68700475133773,0.2734502635902117,0.338948050223816,hunch
-2.71975142654265,13.2450854402154,2.68700475133773,3.718925002250903,0.338948050223816,stretchneck
-2.55031400597947,11.2460777160574,4.24277319479281,2.15444242926363,0.335359689838617,lowhead
-2.55031400597947,11.2460777160574,4.24277319479281,4.35007373761298,0.335359689838617,hunch
-2.55031400597947,11.2460777160574,4.24277319479281,6.701309793742505,0.335359689838617,stretchneck
-2.49578189843226,-49.5077927266089,-14.2784276863172,3.895921950702979,0.467005972293871,stretchneck
-2.49578189843226,-49.5077927266089,-14.2784276863172,5.014684491949805,0.467005972293871,wryneck
-2.49578189843226,-49.5077927266089,-14.2784276863172,7.318203220169698,0.467005972293871,lowhead
-2.22326581101383,9.79350047592311,4.15831907590062,0.6324117688339279,0.327105123350638,lowhead
-2.22326581101383,9.79350047592311,4.15831907590062,4.014677143544009,0.327105123350638,hunch
-2.22326581101383,9.79350047592311,4.15831907590062,5.013705575369105,0.327105123350638,stretchneck
-2.19503459864688,13.6616334567062,3.88806064511028,0.8008235573539729,0.33878899802364,hunch
-2.19503459864688,13.6616334567062,3.88806064511028,1.153507180317822,0.33878899802364,stretchneck
-2.19503459864688,13.6616334567062,3.88806064511028,1.794904307418846,0.33878899802364,lowhead
-2.06820884183751,13.8944663002048,3.97029225519281,2.113243505879611,0.338139732324698,hunch
-2.06820884183751,13.8944663002048,3.97029225519281,2.391228271420156,0.338139732324698,lowhead
-2.06820884183751,13.8944663002048,3.97029225519281,4.744955050889793,0.338139732324698,stretchneck
-2.0112771339732,12.1609881008697,3.77279932632741,0.4365668195780392,0.341216995769515,hunch
-2.0112771339732,12.1609881008697,3.77279932632741,1.317008279570307,0.341216995769515,lowhead
-2.0112771339732,12.1609881008697,3.77279932632741,5.114439927182088,0.341216995769515,stretchneck
-1.99114014314608,12.4691307340361,3.98759124639599,2.622670191457763,0.332649351065977,stretchneck
